IUCR,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,Year
2825,0,1,0,1924,019,44,6,2017
0460,0,1,1,0631,006,8,44,2017
0820,0,1,1,2013,020,48,77,2017
1122,0,1,1,2512,025,29,19,2016
1110,0,1,1,2413,024,40,2,2017
1153,0,1,1,1021,010,24,29,2008
1150,0,1,0,0423,004,10,46,2017
0820,0,1,1,1732,017,30,16,2018
1153,0,1,1,1124,011,28,27,2017
1153,0,1,1,0611,006,17,71,2016
1153,0,1,1,0725,007,15,67,2017
0890,0,1,1,0111,001,42,32,2017
1153,0,1,1,0631,006,6,44,2016
0486,0,1,0,0122,001,42,32,2017
1150,0,1,1,2022,020,48,77,2018
1153,0,1,1,1823,018,27,8,2017
1153,0,1,1,0834,008,18,70,2017
0560,0,0,1,1822,018,27,8,2018
1154,0,1,1,1834,018,42,8,2017
1150,0,1,1,2032,020,47,4,2017
1153,0,1,1,0313,003,20,42,2017
1754,0,1,0,0631,006,8,44,2006
1780,0,1,0,0712,007,16,68,2016
0870,0,1,1,0113,001,2,32,2016
2820,0,1,1,0914,009,25,34,2017
1153,0,1,1,0132,001,2,33,2015
0486,0,1,0,2011,020,40,2,2017
1150,0,1,1,0324,003,8,43,2017
2830,0,1,1,1932,019,43,7,2017
1153,0,1,1,1434,014,1,24,2017
0820,0,1,1,0414,004,8,43,2017
2826,0,1,1,1611,016,41,9,2015
1153,0,0,1,1011,010,24,29,2017
1360,0,1,1,1924,019,44,6,2018
2017,0,0,1,0133,001,2,35,2015
1152,0,1,1,1831,018,42,8,2018
1154,0,1,1,2511,025,36,18,2018
1120,0,1,1,0221,002,3,38,2017
0890,0,1,1,0432,004,10,52,2017
1754,0,0,0,2521,025,31,19,2017
0890,0,1,1,1831,018,42,8,2018
1320,0,1,1,0334,003,7,43,2017
1812,0,0,1,0611,006,17,71,2015
0460,0,1,0,1232,012,25,28,2017
0870,0,1,1,2422,024,49,1,2017
0860,0,1,1,1732,017,35,21,2017
0620,0,1,1,0934,009,16,61,2017
0460,0,1,1,0914,009,25,34,2017
2826,0,1,1,2212,022,19,75,2017
0890,0,1,1,0124,001,2,28,2016
2820,0,1,1,2531,025,29,25,2017
0820,0,1,1,2422,024,49,1,2017
1753,0,1,1,1915,019,46,3,2014
1564,0,1,1,0825,008,15,66,2014
0265,0,0,1,0713,007,16,67,2014
1562,0,1,1,0512,005,9,50,2012
1752,0,1,1,0932,009,16,61,2015
1754,0,1,1,2222,022,21,73,2015
1153,0,1,1,2233,022,34,49,2012
1122,0,1,1,1221,012,26,24,2015
1153,0,1,1,1411,014,1,21,2015
2014,0,0,1,1132,011,24,26,2015
1153,0,1,1,0225,002,20,40,2013
2091,0,0,1,0813,008,23,56,2015
2012,0,0,1,0931,009,20,61,2015
2024,0,0,1,1731,017,30,16,2015
0820,0,1,1,1633,016,38,15,2016
2027,0,0,1,0322,003,20,69,2015
1821,0,0,1,0712,007,16,68,2015
2022,0,0,1,0215,002,3,38,2015
1812,0,0,1,2534,025,37,23,2015
2014,0,0,1,0712,007,16,68,2015
2027,0,0,1,2233,022,34,75,2015
2091,0,0,1,0121,001,2,28,2015
2022,0,0,1,0822,008,14,63,2015
1750,0,1,0,1532,015,28,25,2003
0810,0,1,1,1834,018,42,8,2017
2093,0,0,1,1651,016,41,76,2015
0810,0,1,1,1915,019,46,3,2017
2093,0,0,1,0831,008,15,66,2015
1153,0,1,1,0223,002,4,38,2017
0460,0,1,1,1914,019,46,3,2017
0910,0,1,0,1724,017,33,16,2017
0820,0,1,1,2524,025,30,22,2018
0820,0,1,1,0814,008,23,56,2017
1150,0,1,1,2422,024,49,1,2017
1206,0,1,1,1654,016,41,76,2017
0820,0,1,1,0123,001,2,32,2017
1153,0,1,1,1621,016,45,11,2017
1153,0,1,1,0334,003,7,43,2011
1582,0,1,1,2233,022,34,73,2017
2820,0,1,1,2412,024,50,2,2017
1811,0,0,1,0932,009,16,61,2015
1752,0,1,0,2522,025,31,20,2009
2024,0,0,1,1511,015,29,25,2015
0620,0,1,1,0915,009,3,34,2017
0890,0,1,1,0121,001,42,28,2016
0820,0,1,1,0122,001,42,32,2017
1153,0,1,1,1232,012,25,28,2015
1153,0,1,1,0732,007,6,68,2015
1154,0,1,1,0714,007,15,67,2012
1153,0,1,1,0222,002,4,39,2014
1562,0,1,1,0323,003,6,69,2014
1320,0,1,1,1813,018,43,7,2017
1210,0,1,1,2223,022,21,73,2015
2027,0,0,1,0825,008,15,66,2015
1153,0,1,1,2023,020,48,77,2017
0810,0,1,1,0324,003,5,43,2017
1153,0,1,1,0725,007,15,67,2013
1156,0,1,1,1512,015,29,25,2017
1153,0,1,1,0531,005,9,49,2016
1153,0,1,1,1033,010,12,30,2016
1153,0,1,1,2522,025,31,19,2017
1153,0,1,1,0524,005,34,53,2011
1153,0,1,1,1833,018,42,8,2017
0266,0,0,1,1532,015,28,25,2016
0266,0,0,1,0732,007,6,68,2017
1751,0,1,0,0813,008,23,65,2016
1153,0,1,1,0621,006,17,71,2017
1154,0,1,1,0811,008,23,56,2017
0486,0,1,0,0122,001,2,32,2017
031,0,1,1,0334,003,7,43,2016
1153,0,1,1,0414,004,8,46,2015
1153,0,1,1,1513,015,29,25,2015
1754,0,1,0,0133,001,3,35,2005
0890,0,1,1,0131,001,2,33,2017
1821,0,0,1,1112,011,27,23,2015
0261,0,1,1,1411,014,35,21,2013
0265,0,1,1,0724,007,17,68,2013
1320,0,1,1,1423,014,26,24,2016
5000,0,1,1,2234,022,34,75,2017
1150,0,1,1,0711,007,20,68,2014
1153,0,1,1,1212,012,32,24,2017
1153,0,1,1,1511,015,29,25,2015
2017,0,0,1,0421,004,7,43,2014
2031,0,0,1,2033,020,46,3,2015
1360,0,1,1,1833,018,42,8,2016
1310,0,1,1,1631,016,36,17,2016
1110,0,1,1,0331,003,5,43,2012
0890,0,1,1,0121,001,42,28,2016
1320,0,1,1,0511,005,8,50,2016
1153,0,1,1,0111,001,42,32,2013
2014,0,0,1,1211,012,1,24,2015
2027,0,0,1,0713,007,16,67,2015
2014,0,0,1,1121,011,27,23,2015
2014,0,0,1,1834,018,42,8,2015
1811,0,0,1,0712,007,16,68,2015
2022,0,0,1,1111,011,37,23,2015
2091,0,0,1,1651,016,41,76,2015
2091,0,0,1,1651,016,41,76,2015
1752,0,1,1,2422,024,49,1,2008
1153,0,1,1,1023,010,28,29,2011
2093,0,0,1,1134,011,24,29,2015
2050,0,0,1,1132,011,24,26,2015
2826,0,1,1,1034,010,25,31,2017
1752,0,1,1,2222,022,21,71,2012
0820,0,1,1,1814,018,43,7,2018
0266,0,1,1,1033,010,12,30,2016
0890,0,1,1,0122,001,42,32,2017
0560,0,1,0,0814,008,23,56,2017
5001,0,0,1,0632,006,6,44,2017
1153,0,1,1,2521,025,31,19,2016
1751,0,1,1,2223,022,21,73,2017
2825,0,1,0,0835,008,18,70,2017
1752,0,1,1,2422,024,49,1,2011
0810,0,1,1,1532,015,28,25,2014
1153,0,1,1,2534,025,37,23,2015
0860,0,1,1,1833,018,42,8,2017
2027,0,0,1,0322,003,,,2002
1153,0,1,1,0121,001,42,28,2017
1153,0,1,1,0213,002,3,38,2017
1751,0,0,0,1912,019,47,6,2016
1153,0,1,1,1212,012,32,24,2016
0281,0,1,1,0431,004,7,51,2017
1130,0,1,1,0632,006,8,44,2017
1153,0,1,1,2513,025,36,25,2013
0281,0,0,1,2023,020,48,77,2010
0810,0,1,1,1925,019,46,6,2017
1153,0,1,1,1031,010,22,30,2016
1153,0,1,1,0923,009,14,63,2011
2825,0,1,1,0712,007,16,68,2016
0281,0,1,0,1023,010,12,30,2017
1153,0,1,1,0131,001,2,33,2017
1562,0,1,1,0832,008,18,66,2013
0910,0,1,1,0632,006,8,44,2017
1153,0,1,1,0221,002,4,38,2013
1153,0,1,1,0235,002,5,41,2017
1320,0,1,1,0215,002,3,38,2015
0820,0,1,1,1711,017,39,12,2017
2826,0,1,0,1821,018,27,8,2017
0810,0,1,1,1831,018,42,8,2017
0266,0,0,0,1121,011,27,23,2015
1812,0,0,1,1134,011,24,29,2015
2024,0,0,1,1511,015,29,25,2015
1153,0,1,1,0333,003,5,43,2014
1195,0,1,1,0915,009,11,60,2010
1752,0,1,1,2515,025,29,19,2009
0810,0,1,1,2032,020,47,3,2017
0810,0,1,1,2413,024,50,2,2017
1310,0,1,1,2531,025,29,25,2017
0810,0,1,1,2012,020,40,77,2017
1154,0,1,1,2521,025,31,20,2012
1153,0,1,1,0411,004,5,43,2015
1562,0,1,0,1713,017,39,14,2010
0460,0,1,1,0522,005,,,2002
0820,0,1,1,1651,016,41,76,2016
1120,0,1,1,2533,025,37,23,2017
1153,0,1,1,1934,019,44,6,2015
1153,0,1,1,1925,019,44,6,2017
1120,0,1,1,2212,022,19,75,2017
143,0,1,1,0711,007,3,68,2015
1153,0,1,1,1221,012,1,24,2016
0820,0,1,1,1511,015,29,25,2017
0460,0,1,1,0533,005,9,54,2017
0820,0,1,1,0334,003,7,43,2016
1150,0,1,1,0133,001,3,35,2017
2825,0,1,0,0223,002,4,38,2017
5093,0,1,1,1513,015,29,25,2016
2024,0,0,1,0321,003,20,42,2015
1153,0,1,1,1032,010,22,30,2014
1195,0,1,1,1833,018,42,8,2012
1154,0,1,1,0133,001,2,35,2015
1153,0,1,1,1123,011,28,27,2015
1120,0,1,1,1724,017,33,16,2017
1153,0,1,1,0531,005,9,50,2017
1153,0,1,1,1713,017,33,14,2015
0890,0,1,1,0421,004,7,43,2017
1156,0,1,1,0631,006,6,44,2016
1153,0,1,1,1733,017,33,16,2011
2826,0,1,1,2013,020,48,77,2017
2024,0,0,1,0313,003,20,42,2015
1153,0,1,1,1113,011,28,26,2015
0890,0,1,1,1833,018,42,8,2016
0281,0,1,1,2432,024,40,1,2009
1153,0,1,1,0512,005,9,50,2015
0890,0,1,1,0414,004,8,43,2017
0265,0,1,1,0724,007,17,68,2008
1154,0,1,1,0731,007,6,69,2013
1153,0,1,1,1121,011,27,23,2017
2017,0,0,1,0421,004,7,43,2015
2031,0,0,1,1712,017,39,14,2015
1153,0,1,1,0212,002,4,36,2017
2050,0,0,1,1135,011,2,27,2015
1156,0,1,1,0623,006,6,69,2017
1751,0,1,0,0923,009,14,63,2017
1150,0,1,1,1223,012,2,28,2016
1154,0,1,1,0421,004,7,43,2017
1153,0,1,1,2524,025,31,20,2016
2024,0,0,1,1532,015,28,25,2015
1153,0,1,1,0711,007,20,68,2015
1120,0,1,1,1914,019,46,3,2005
1153,0,1,1,1511,015,29,25,2016
1153,0,1,1,0523,005,34,53,2017
1153,0,1,1,1433,014,1,24,2017
0820,0,1,1,1011,010,24,29,2015
2820,0,1,0,0623,006,6,69,2017
1140,0,1,1,1212,012,32,24,2011
1153,0,1,1,1914,019,46,3,2015
1562,0,1,1,0724,007,17,68,2012
1153,0,1,1,0233,002,5,41,2016
1154,0,1,1,0622,006,21,71,2017
1154,0,1,1,0622,006,21,44,2016
1320,0,1,1,1731,017,38,16,2015
0890,0,1,1,1915,019,46,3,2018
1130,0,1,1,1831,018,42,8,2017
0266,0,1,0,0815,008,22,56,2013
1150,0,1,1,1834,018,42,8,2015
1153,0,1,1,1221,012,26,24,2016
1153,0,1,1,0832,008,15,66,2017
1310,0,1,1,0121,001,42,28,2018
0530,0,1,0,1134,011,24,27,2017
1153,0,1,1,0632,006,8,44,2016
1752,0,1,0,1032,010,22,30,2014
0281,0,1,1,1834,018,42,8,2017
0810,0,1,1,1935,019,43,7,2016
0281,0,1,1,1134,011,28,27,2017
1153,0,1,1,0621,006,17,71,2015
0890,0,1,1,1651,016,41,76,2016
1153,0,1,1,2532,025,37,25,2013
1752,0,1,1,1633,016,38,15,2016
1153,0,1,1,0231,002,3,40,2016
1130,0,1,1,2234,022,34,75,2017
0870,0,1,1,0511,005,6,49,2016
1153,0,1,1,1223,012,27,28,2014
1153,0,1,1,0834,008,18,70,2017
1153,0,1,1,0412,004,8,45,2017
0281,0,1,1,1732,017,31,21,2017
1153,0,1,1,1611,016,41,10,2017
1150,0,1,1,2432,024,49,1,2018
1563,0,0,1,1033,010,12,30,2017
1150,0,1,1,0223,002,4,38,2017
1751,0,1,1,1211,012,1,24,2017
1562,0,1,1,0824,008,14,63,2015
1152,0,1,1,0632,006,6,44,2017
1153,0,1,1,1224,012,2,28,2016
1153,0,1,1,1821,018,43,8,2016
1153,0,1,1,2232,022,34,73,2015
1153,0,1,1,1424,014,1,24,2017
0910,0,1,1,0523,005,34,53,2017
1153,0,1,1,1932,019,32,6,2017
1563,0,1,1,2022,020,48,77,2017
0486,0,1,0,1913,019,46,3,2017
2825,0,1,1,0821,008,14,58,2017
0910,0,1,1,2515,025,37,19,2017
1153,0,1,1,1914,019,46,3,2014
0810,0,1,1,0323,003,6,69,2018
1155,0,1,1,1921,019,47,5,2017
0870,0,1,1,1831,018,42,8,2016
0810,0,1,1,1123,011,28,27,2015
0820,0,1,1,1214,012,27,24,2016
0498,0,1,0,0312,003,20,42,2017
2826,0,1,1,0913,009,11,60,2017
5002,0,1,1,0413,004,8,48,2017
0890,0,1,1,1812,018,43,7,2017
0281,0,1,1,0922,009,12,58,2017
1153,0,1,1,0412,004,8,48,2017
0810,0,1,1,0411,004,8,45,2017
1110,0,1,1,0412,004,8,45,2016
0820,0,1,1,1711,017,39,13,2018
1210,0,1,1,0821,008,14,57,2017
1122,0,1,1,0122,001,2,32,2017
1130,0,1,1,0931,009,12,61,2015
1562,0,1,1,1632,016,36,17,2016
1153,0,1,1,0733,007,17,68,2017
1153,0,1,1,0511,005,21,49,2011
0810,0,1,1,0911,009,12,59,2017
1153,0,1,1,0332,003,5,43,2008
1153,0,1,1,0511,005,8,50,2009
1153,0,1,1,1112,011,27,23,2016
1153,0,1,1,2433,024,49,77,2015
0810,0,1,1,1913,019,47,3,2016
5000,0,1,1,0121,001,2,28,2003
2091,0,0,1,0121,001,2,28,2017
0610,0,1,1,2212,022,19,75,2017
1154,0,1,1,0613,006,21,71,2017
1153,0,1,1,2234,022,34,75,2016
1563,0,0,1,1414,014,35,22,2014
1150,0,1,1,1511,015,29,25,2017
0890,0,1,1,0114,001,42,32,2017
1153,0,1,1,0621,006,17,71,2017
1154,0,1,1,2213,022,19,72,2017
0810,0,1,1,1131,011,24,25,2017
1206,0,1,1,0413,004,8,48,2017
1153,0,1,1,0835,008,18,66,2015
1153,0,1,1,2525,025,35,22,2014
1140,0,1,1,0331,003,5,43,2014
0810,0,1,1,1212,012,1,24,2018
1153,0,1,1,0533,005,9,54,2014
1753,0,1,1,0333,003,5,43,2002
500,0,1,1,1212,012,32,24,2017
5001,0,1,1,1622,016,45,10,2017
1120,0,1,1,2533,025,37,23,2017
2826,0,1,1,0114,001,42,32,2017
1153,0,1,1,0835,008,18,70,2017
1122,0,1,1,0613,006,21,71,2017
1320,0,1,1,0234,002,4,41,2018
1153,0,1,1,1712,017,39,13,2017
1153,0,1,1,1925,019,46,6,2017
1153,0,1,1,0331,003,5,43,2018
0620,0,1,1,1431,014,35,22,2017
0266,0,1,1,0111,001,42,32,2017
2826,0,1,0,1712,017,39,14,2017
1153,0,1,1,1814,018,43,7,2017
0890,0,1,1,1722,017,45,16,2015
1153,0,1,1,0224,002,3,38,2017
1753,0,1,0,2521,025,31,19,2009
0910,0,0,1,2531,025,29,25,2011
0820,0,1,1,1712,017,39,14,2018
0890,0,1,1,1431,014,1,22,2017
0281,0,1,0,1111,011,27,23,2016
2825,0,1,1,0523,005,9,53,2017
1153,0,1,1,0731,007,6,69,2015
1153,0,1,1,0511,005,8,50,2013
1154,0,1,1,1225,012,2,28,2014
1320,0,1,1,0612,006,21,71,2014
0890,0,1,1,1824,018,43,8,2015
1153,0,1,1,2232,022,34,73,2010
0820,0,1,1,1224,012,27,28,2016
1153,0,1,1,1622,016,45,11,2017
2825,0,1,1,2512,025,36,19,2017
2820,0,1,0,0222,002,4,39,2016
1120,0,1,1,2412,024,50,2,2017
1153,0,1,1,2223,022,21,73,2017
1821,0,0,1,0624,006,8,44,2017
0870,0,1,1,0122,001,42,32,2018
1153,0,1,1,2233,022,34,49,2016
1150,0,1,1,0623,006,6,69,2017
1153,0,1,1,0922,009,12,58,2017
1150,0,1,1,2011,020,40,4,2017
1153,0,1,1,0822,008,14,63,2015
1153,0,1,1,0213,002,3,38,2014
143,0,1,1,1132,011,24,29,2015
1153,0,1,1,0212,002,4,35,2014
1152,0,1,1,1914,019,46,3,2017
0820,0,1,1,2411,024,49,2,2017
2017,0,0,1,2433,024,49,77,2017
1153,0,1,1,1634,016,45,15,2016
0890,0,1,1,0732,007,6,68,2017
1320,0,1,1,1221,012,26,24,2017
0890,0,1,1,1921,019,47,5,2016
2826,0,1,1,0231,002,3,40,2017
0560,0,1,0,2012,020,40,77,2017
1153,0,1,1,1633,016,38,15,2017
1153,0,1,1,0522,005,34,49,2017
1152,0,1,1,0835,008,18,70,2016
1153,0,1,1,1624,016,38,15,2013
1155,0,1,1,1914,019,46,3,2017
2024,0,0,1,0713,007,16,67,2017
1153,0,1,1,1113,011,28,25,2015
0890,0,1,1,1434,014,1,22,2018
0870,0,1,1,0623,006,6,44,2016
0870,0,1,1,0114,001,42,32,2016
1811,0,0,1,0822,008,14,63,2017
0460,0,1,1,0914,009,25,34,2017
1152,0,1,1,1234,012,25,31,2017
1563,0,1,1,1212,012,1,24,2017
0460,0,1,1,1821,018,42,8,2017
1153,0,1,1,1424,014,1,24,2017
1150,0,1,1,1413,014,26,22,2017
2825,0,1,1,0925,009,3,37,2013
1153,0,1,1,0332,003,5,43,2016
1754,0,1,1,1031,010,22,30,2010
1170,0,1,0,0312,003,20,69,2017
0281,0,1,1,0132,001,2,33,2016
0890,0,1,1,1924,019,44,6,2018
2826,0,1,1,1921,019,47,5,2017
5000,0,1,1,0331,003,5,41,2017
0810,0,1,1,1223,012,2,28,2015
0281,0,1,1,1831,018,42,8,2017
1154,0,1,1,0614,006,21,71,2017
0460,0,1,1,0914,009,25,34,2017
1750,0,1,0,2211,022,19,74,2016
0860,0,1,1,0124,001,2,28,2018
1153,0,1,1,1134,011,24,29,2006
1153,0,1,1,2412,024,50,2,2014
1365,0,1,0,2411,024,50,2,2017
0460,0,1,1,0123,001,2,32,2017
1153,0,1,1,1921,019,32,5,2016
1562,0,1,1,2515,025,36,19,2015
1153,0,1,1,0932,009,16,61,2007
5093,0,1,1,2511,025,29,19,2003
1153,0,1,1,0722,007,20,68,2011
1156,0,1,1,0311,003,20,40,2015
1153,0,1,1,0422,004,7,46,2011
0865,0,1,1,2212,022,19,72,2016
1153,0,1,1,0321,003,20,42,2013
0870,0,1,1,0114,001,42,32,2016
2024,0,0,1,0733,007,17,68,2015
1130,0,1,1,0423,004,7,48,2012
1153,0,1,1,1622,016,45,11,2009
1122,0,0,1,2011,020,40,2,2015
0810,0,1,1,1834,018,42,8,2016
1544,0,1,0,0631,006,6,44,2012
0486,0,1,1,0613,006,21,71,2016
1752,0,1,1,2534,025,30,23,2014
0810,0,1,1,2535,025,26,23,2017
1153,0,1,1,0414,004,8,46,2013
2825,0,1,1,0811,008,23,56,2015
0265,0,1,1,1722,017,38,16,2015
0820,0,1,1,0122,001,42,32,2017
1153,0,1,1,0314,003,20,42,2011
1541,0,0,0,0313,003,20,42,2014
0266,0,0,0,1111,011,28,25,2016
1153,0,1,1,0613,006,21,71,2014
0460,0,1,1,2512,025,36,19,2017
1153,0,1,1,0424,004,10,46,2015
1130,0,1,1,0131,001,2,33,2014
0810,0,1,1,1833,018,42,8,2017
1153,0,1,1,0431,004,7,51,2017
1153,0,1,1,1124,011,2,27,2012
1754,0,1,0,1033,010,12,30,2012
0281,0,1,1,0624,006,6,44,2013
0281,0,1,1,0423,004,7,46,2015
1154,0,1,1,1634,016,38,15,2015
0820,0,1,1,1432,014,32,22,2017
1563,0,1,1,0532,005,9,53,2014
1153,0,1,1,1523,015,28,25,2014
1122,0,1,1,0835,008,18,70,2013
1822,0,0,1,2033,020,48,3,2015
0880,0,1,1,0931,009,12,61,2017
1154,0,1,1,0621,006,17,71,2014
0820,0,1,1,1814,018,43,7,2017
1153,0,1,1,0735,007,17,67,2017
1563,0,1,1,1122,011,28,26,2013
1752,0,1,1,1511,015,29,25,2015
0810,0,1,1,1651,016,41,76,2016
0486,0,1,0,0933,009,20,61,2014
2017,0,0,1,1115,011,28,26,2015
1821,0,0,1,1522,015,29,25,2015
0281,0,1,1,1623,016,45,11,2006
1153,0,1,1,0511,005,9,49,2007
0890,0,1,1,1831,018,42,8,2017
1754,0,1,0,1125,011,2,28,2003
1754,0,1,1,0523,005,34,53,2007
1752,0,1,1,0623,006,6,44,2005
0890,0,1,1,0122,001,42,32,2017
1562,0,1,1,0522,005,34,53,2014
1130,0,1,1,0922,009,12,58,2015
0266,0,1,1,1233,012,2,28,2015
1753,0,1,0,1011,010,24,29,2015
1751,0,1,0,1113,011,28,25,2015
1751,0,1,0,0833,008,13,65,2015
1153,0,1,1,1033,010,12,30,2014
0810,0,1,1,0215,002,3,38,2010
1752,0,1,0,0313,003,20,42,2015
1752,0,1,0,2522,025,31,20,2015
1563,0,1,1,0811,008,23,56,2014
1821,0,0,1,1134,011,24,27,2014
0810,0,1,1,0223,002,3,38,2017
1153,0,1,0,0613,006,21,71,2014
1130,0,1,1,1935,019,43,7,2013
2825,0,1,1,0824,008,16,63,2015
2820,0,1,1,1533,015,29,25,2015
0266,0,1,0,0825,008,15,66,2015
0820,0,1,1,0113,001,42,32,2017
1564,0,1,1,1511,015,29,25,2014
0870,0,1,1,0114,001,42,32,2016
0810,0,1,0,1733,017,33,16,2014
1153,0,1,1,0212,002,4,35,2014
1360,0,1,1,2433,024,49,77,2017
1153,0,1,1,0313,003,20,42,2013
0820,0,1,1,1913,019,46,3,2015
1154,0,1,1,1231,012,2,28,2013
1153,0,1,1,0832,008,15,66,2012
1153,0,1,1,0114,001,42,32,2014
0860,0,1,1,1232,012,2,28,2017
1154,0,1,1,1021,010,24,29,2017
1153,0,1,1,0321,003,5,42,2012
1153,0,1,1,0823,008,15,66,2015
1130,0,0,1,1934,019,44,6,2015
1153,0,1,1,0334,003,7,43,2015
502,0,1,1,2512,025,36,19,2017
1153,0,1,1,0132,001,2,33,2015
1821,0,0,1,0724,007,16,68,2014
2017,0,0,1,1115,011,28,26,2014
2014,0,0,1,1135,011,28,27,2014
0810,0,1,1,1833,018,42,8,2017
0281,0,1,0,1034,010,25,31,2005
1153,0,1,1,0214,002,4,36,2014
0820,0,1,1,0922,009,14,58,2017
1154,0,1,1,1413,014,35,22,2001
5000,0,1,1,1724,017,33,16,2004
1153,0,1,1,0123,001,2,32,2005
1154,0,1,1,0624,006,8,69,2016
1122,0,1,1,0213,002,3,38,2014
1153,0,1,1,0832,008,18,66,2015
0820,0,1,1,0122,001,42,32,2017
1153,0,1,1,1614,016,41,76,2015
1153,0,1,1,0624,006,6,69,2015
1153,0,1,1,0513,005,34,49,2015
1562,0,1,1,1034,010,12,30,2015
0820,0,1,1,0114,001,42,32,2017
1110,0,1,1,0414,004,8,43,2013
0610,0,1,1,0624,006,6,69,2015
1310,0,1,1,1925,019,46,6,2017
0890,0,1,1,1831,018,42,8,2017
1360,0,1,1,1813,018,43,7,2017
1153,0,1,1,2232,022,34,73,2015
1320,0,1,1,2013,020,48,77,2017
0820,0,1,1,1834,018,42,8,2017
0910,0,1,1,0322,003,20,69,2013
0560,0,1,1,2221,022,21,73,2014
1153,0,1,1,2213,022,19,72,2014
1153,0,1,1,0334,003,7,43,2008
1153,0,1,1,0512,005,9,50,2014
1153,0,1,1,0215,002,3,38,2013
4650,0,1,1,1731,017,30,15,2014
0820,0,1,1,0133,001,4,35,2017
1153,0,1,1,2212,022,19,75,2010
1153,0,1,1,0522,005,34,53,2010
1753,0,1,1,0531,005,9,50,2010
0265,0,1,0,0611,006,21,71,2014
0810,0,1,1,0121,001,2,28,2017
1153,0,1,1,1011,010,24,29,2015
1153,0,1,1,0621,006,21,71,2014
1153,0,1,1,0233,002,5,41,2008
1153,0,1,1,2212,022,34,75,2011
0486,0,1,0,1021,010,24,29,2012
1121,0,1,1,0122,001,42,32,2017
0810,0,1,1,1831,018,42,8,2017
0870,0,1,1,1833,018,42,8,2017
1360,0,1,1,0313,003,20,42,2017
0810,0,1,1,1733,017,33,16,2017
1153,0,1,1,1712,017,39,14,2013
1153,0,1,1,2234,022,34,75,2014
1544,0,1,0,0822,008,14,63,2014
1153,0,1,1,0813,008,13,65,2013
2024,0,0,1,0724,007,17,68,2014
0820,0,1,1,1431,014,1,22,2017
1153,0,1,1,0711,007,20,68,2015
1153,0,1,1,0612,006,17,71,2015
1120,0,1,1,0813,008,23,64,2015
0870,0,1,1,0123,001,2,32,2017
1153,0,1,1,2013,020,48,77,2014
4650,0,1,1,0222,002,4,39,2015
0820,0,1,1,1212,012,32,24,2017
1153,0,1,1,1634,016,38,15,2014
1153,0,1,1,1632,016,36,17,2006
1153,0,1,1,0725,007,15,67,2012
0890,0,1,1,1434,014,1,24,2016
2014,0,0,1,1122,011,27,23,2014
2024,0,0,1,0311,003,20,40,2014
0820,0,1,1,0113,001,42,32,2017
1153,0,1,1,1231,012,2,28,2014
1153,0,1,1,1611,016,41,10,2017
1153,0,1,1,1512,015,29,25,2012
1562,0,1,1,1513,015,29,25,2011
2826,0,1,1,1831,018,42,8,2015
0820,0,1,1,1925,019,44,6,2016
0820,0,1,1,2212,022,19,75,2014
1750,0,1,1,1612,016,41,10,2015
1153,0,1,1,0814,008,23,56,2012
1153,0,1,1,1723,017,33,16,2015
1130,0,1,1,1713,017,33,14,2009
1153,0,1,1,1235,012,25,31,2015
1154,0,1,1,1911,019,47,5,2015
0810,0,1,1,0114,001,42,32,2015
1153,0,1,1,1731,017,30,16,2015
1153,0,1,1,2221,022,21,71,2015
1153,0,1,1,2233,022,34,49,2015
0810,0,0,1,0513,005,9,50,2009
4651,0,0,1,0724,007,16,68,2014
0890,0,1,1,1833,018,42,8,2011
0560,0,1,1,1621,016,41,12,2016
0820,0,1,1,0111,001,42,32,2011
2820,0,1,1,1611,016,41,10,2017
1150,0,1,1,1213,012,1,24,2015
0890,0,1,1,1821,018,43,8,2016
0820,0,1,1,1722,017,39,14,2016
0810,0,1,1,1215,012,27,28,2016
1120,0,1,1,1621,016,45,12,2014
0810,0,1,1,2313,019,,,2001
0820,0,1,1,1834,018,42,8,2016
2027,0,0,1,2533,025,,,2001
0890,0,1,1,1831,018,42,8,2016
0460,0,1,1,2212,022,,,2002
1153,0,1,1,2433,024,48,77,2010
1153,0,1,1,0731,007,6,69,2014
1130,0,1,1,1024,010,22,30,2010
0560,0,1,1,1424,014,,,2002
1153,0,1,1,2531,025,29,25,2013
0810,0,1,1,1712,017,39,14,2016
1154,0,1,1,0835,008,18,70,2012
1154,0,1,1,2031,020,47,4,2017
1153,0,1,1,0633,006,6,44,2012
0810,0,1,1,1821,018,,,2001
1153,0,1,1,0421,004,7,43,2015
0460,0,0,1,0932,009,16,61,2002
0810,0,1,1,1323,012,27,24,2002
0560,0,1,1,2333,019,43,7,2002
0870,0,1,1,0122,001,42,32,2017
1153,0,1,1,0334,003,7,43,2013
0460,0,1,1,1651,016,41,76,2005
0910,0,1,1,0935,009,3,61,2005
1753,0,0,1,0532,005,9,53,2005
0810,0,1,1,0111,001,42,,2006
0820,0,1,1,1022,010,24,30,2005
1120,0,1,1,0533,005,9,54,2005
0810,0,1,1,2013,020,48,77,2017
0810,0,1,1,0815,008,23,56,2007
0880,0,1,1,0832,008,17,66,2008
0810,0,1,1,1133,011,24,27,2008
2027,0,0,1,2223,022,21,73,2009
0890,0,1,1,0412,004,8,44,2008
0820,0,1,1,0434,004,10,51,2009
